0.0314159 0.000252313 -0.00195715  -59.2951 -502.554  
54.8836 1.38224e-07 -0.0180181  5.49957 -0.543965  
54.9465 1.37465e-07 -0.017998  5.49957 -0.543351  
55.0093 1.3671e-07 -0.0179779  5.49958 -0.542739  
55.0721 1.35959e-07 -0.0179578  5.49958 -0.542128  
55.135 1.35213e-07 -0.0179378  5.49958 -0.541518  
55.1978 1.34472e-07 -0.0179178  5.49958 -0.54091  
55.2606 1.33734e-07 -0.0178979  5.49958 -0.540303  
55.3234 1.33002e-07 -0.017878  5.49958 -0.539697  
55.3863 1.32273e-07 -0.0178582  5.49958 -0.539093  
55.4491 1.3155e-07 -0.0178384  5.49959 -0.53849  
55.5119 1.3083e-07 -0.0178186  5.49959 -0.537888  
55.5748 1.30115e-07 -0.0177989  5.49959 -0.537288  
55.6376 1.29404e-07 -0.0177792  5.49959 -0.536689  
55.7004 1.28697e-07 -0.0177596  5.49959 -0.536091  
55.7633 1.27994e-07 -0.01774  5.49959 -0.535495  
55.8261 1.27296e-07 -0.0177205  5.49959 -0.5349  
55.8889 1.26602e-07 -0.017701  5.49959 -0.534306  
55.9518 1.25912e-07 -0.0176815  5.4996 -0.533714  
56.0146 1.25226e-07 -0.0176621  5.4996 -0.533123  
56.0774 1.24544e-07 -0.0176427  5.4996 -0.532533  
56.1403 1.23866e-07 -0.0176234  5.4996 -0.531945  
56.2031 1.23192e-07 -0.0176041  5.4996 -0.531358  
56.2659 1.22522e-07 -0.0175849  5.4996 -0.530772  
56.3288 1.21856e-07 -0.0175657  5.4996 -0.530187  
56.3916 1.21194e-07 -0.0175465  5.49961 -0.529604  
56.4544 1.20536e-07 -0.0175274  5.49961 -0.529022  
56.5173 1.19882e-07 -0.0175083  5.49961 -0.528442  
56.5801 1.19232e-07 -0.0174893  5.49961 -0.527862  
56.6429 1.18585e-07 -0.0174703  5.49961 -0.527284  
56.7057 1.17942e-07 -0.0174513  5.49961 -0.526707  
56.7686 1.17303e-07 -0.0174324  5.49961 -0.526132  
56.8314 1.16668e-07 -0.0174135  5.49961 -0.525557  
56.8942 1.16037e-07 -0.0173947  5.49962 -0.524984  
56.9571 1.15409e-07 -0.0173759  5.49962 -0.524412  
57.0199 1.14785e-07 -0.0173571  5.49962 -0.523842  
57.0827 1.14164e-07 -0.0173384  5.49962 -0.523272  
57.1456 1.13548e-07 -0.0173198  5.49962 -0.522704  
57.2084 1.12934e-07 -0.0173011  5.49962 -0.522137  
57.2712 1.12325e-07 -0.0172825  5.49962 -0.521572  
57.3341 1.11719e-07 -0.017264  5.49962 -0.521007  
57.3969 1.11116e-07 -0.0172455  5.49963 -0.520444  
57.4597 1.10517e-07 -0.017227  5.49963 -0.519882  
57.5226 1.09921e-07 -0.0172085  5.49963 -0.519321  
57.5854 1.09329e-07 -0.0171901  5.49963 -0.518762  
57.6482 1.08741e-07 -0.0171718  5.49963 -0.518203  
57.7111 1.08155e-07 -0.0171535  5.49963 -0.517646  
57.7739 1.07573e-07 -0.0171352  5.49963 -0.51709  
57.8367 1.06995e-07 -0.0171169  5.49963 -0.516535  
57.8996 1.0642e-07 -0.0170987  5.49963 -0.515982  
57.9624 1.05848e-07 -0.0170806  5.49964 -0.515429  
58.0252 1.05279e-07 -0.0170624  5.49964 -0.514878  
58.088 1.04714e-07 -0.0170443  5.49964 -0.514328  
58.1509 1.04152e-07 -0.0170263  5.49964 -0.513779  
58.2137 1.03593e-07 -0.0170083  5.49964 -0.513232  
58.2765 1.03038e-07 -0.0169903  5.49964 -0.512685  
58.3394 1.02485e-07 -0.0169723  5.49964 -0.51214  
58.4022 1.01936e-07 -0.0169544  5.49964 -0.511596  
58.465 1.0139e-07 -0.0169366  5.49965 -0.511052  
58.5279 1.00847e-07 -0.0169187  5.49965 -0.510511  
58.5907 1.00308e-07 -0.016901  5.49965 -0.50997  
58.6535 9.97709e-08 -0.0168832  5.49965 -0.50943  
58.7164 9.92373e-08 -0.0168655  5.49965 -0.508892  
58.7792 9.87067e-08 -0.0168478  5.49965 -0.508354  
58.842 9.81791e-08 -0.0168302  5.49965 -0.507818  
58.9049 9.76546e-08 -0.0168126  5.49965 -0.507283  
58.9677 9.7133e-08 -0.016795  5.49965 -0.506749  
59.0305 9.66144e-08 -0.0167774  5.49966 -0.506216  
59.0934 9.60988e-08 -0.0167599  5.49966 -0.505685  
59.1562 9.55861e-08 -0.0167425  5.49966 -0.505154  
59.219 9.50763e-08 -0.0167251  5.49966 -0.504625  
59.2819 9.45694e-08 -0.0167077  5.49966 -0.504096  
59.3447 9.40654e-08 -0.0166903  5.49966 -0.503569  
59.4075 9.35642e-08 -0.016673  5.49966 -0.503043  
59.4703 9.30659e-08 -0.0166557  5.49966 -0.502518  
59.5332 9.25704e-08 -0.0166385  5.49966 -0.501994  
59.596 9.20777e-08 -0.0166212  5.49967 -0.501471  
59.6588 9.15878e-08 -0.0166041  5.49967 -0.500949  
59.7217 9.11006e-08 -0.0165869  5.49967 -0.500428  
59.7845 9.06162e-08 -0.0165698  5.49967 -0.499909  
59.8473 9.01345e-08 -0.0165527  5.49967 -0.49939  
59.9102 8.96556e-08 -0.0165357  5.49967 -0.498873  
59.973 8.91793e-08 -0.0165187  5.49967 -0.498356  
60.0358 8.87057e-08 -0.0165017  5.49967 -0.497841  
60.0987 8.82347e-08 -0.0164848  5.49967 -0.497327  
60.1615 8.77664e-08 -0.0164679  5.49968 -0.496814  
60.2243 8.73008e-08 -0.016451  5.49968 -0.496301  
60.2872 8.68377e-08 -0.0164342  5.49968 -0.49579  
60.35 8.63772e-08 -0.0164174  5.49968 -0.49528  
60.4128 8.59193e-08 -0.0164007  5.49968 -0.494771  
60.4757 8.5464e-08 -0.0163839  5.49968 -0.494263  
60.5385 8.50112e-08 -0.0163672  5.49968 -0.493756  
60.6013 8.45609e-08 -0.0163506  5.49968 -0.493251  
60.6642 8.41132e-08 -0.0163339  5.49968 -0.492746  
60.727 8.36679e-08 -0.0163173  5.49968 -0.492242  
60.7898 8.32251e-08 -0.0163008  5.49969 -0.491739  
60.8526 8.27848e-08 -0.0162843  5.49969 -0.491237  
60.9155 8.23469e-08 -0.0162678  5.49969 -0.490737  
60.9783 8.19115e-08 -0.0162513  5.49969 -0.490237  
61.0411 8.14784e-08 -0.0162349  5.49969 -0.489738  
61.104 8.10478e-08 -0.0162185  5.49969 -0.489241  
61.1668 8.06195e-08 -0.0162021  5.49969 -0.488744  
61.2296 8.01937e-08 -0.0161858  5.49969 -0.488248  
61.2925 7.97701e-08 -0.0161695  5.49969 -0.487754  
61.3553 7.9349e-08 -0.0161532  5.49969 -0.48726  
61.4181 7.89301e-08 -0.016137  5.4997 -0.486767  
61.481 7.85136e-08 -0.0161208  5.4997 -0.486276  
61.5438 7.80993e-08 -0.0161046  5.4997 -0.485785  
61.6066 7.76874e-08 -0.0160885  5.4997 -0.485295  
61.6695 7.72777e-08 -0.0160724  5.4997 -0.484807  
61.7323 7.68702e-08 -0.0160563  5.4997 -0.484319  
61.7951 7.6465e-08 -0.0160403  5.4997 -0.483832  
61.858 7.6062e-08 -0.0160243  5.4997 -0.483347  
61.9208 7.56613e-08 -0.0160083  5.4997 -0.482862  
61.9836 7.52627e-08 -0.0159923  5.4997 -0.482378  
62.0465 7.48663e-08 -0.0159764  5.49971 -0.481895  
62.1093 7.44721e-08 -0.0159605  5.49971 -0.481413  
62.1721 7.40801e-08 -0.0159447  5.49971 -0.480932  
62.235 7.36901e-08 -0.0159289  5.49971 -0.480452  
62.2978 7.33024e-08 -0.0159131  5.49971 -0.479973  
62.3606 7.29167e-08 -0.0158973  5.49971 -0.479495  
62.4234 7.25331e-08 -0.0158816  5.49971 -0.479018  
62.4863 7.21516e-08 -0.0158659  5.49971 -0.478542  
62.5491 7.17722e-08 -0.0158502  5.49971 -0.478067  
62.6119 7.13949e-08 -0.0158346  5.49971 -0.477593  
62.6748 7.10196e-08 -0.015819  5.49972 -0.477119  
62.7376 7.06464e-08 -0.0158034  5.49972 -0.476647  
62.8004 7.02752e-08 -0.0157879  5.49972 -0.476176  
62.8633 6.9906e-08 -0.0157724  5.49972 -0.475705  
62.9261 6.95388e-08 -0.0157569  5.49972 -0.475236  
62.9889 6.91736e-08 -0.0157414  5.49972 -0.474767  
63.0518 6.88103e-08 -0.015726  5.49972 -0.474299  
63.1146 6.8449e-08 -0.0157106  5.49972 -0.473832  
63.1774 6.80897e-08 -0.0156952  5.49972 -0.473367  
63.2403 6.77324e-08 -0.0156799  5.49972 -0.472902  
63.3031 6.73769e-08 -0.0156646  5.49972 -0.472438  
63.3659 6.70234e-08 -0.0156493  5.49973 -0.471974  
63.4288 6.66717e-08 -0.0156341  5.49973 -0.471512  
63.4916 6.6322e-08 -0.0156189  5.49973 -0.471051  
63.5544 6.59742e-08 -0.0156037  5.49973 -0.47059  
63.6173 6.56282e-08 -0.0155885  5.49973 -0.470131  
63.6801 6.52841e-08 -0.0155734  5.49973 -0.469672  
63.7429 6.49418e-08 -0.0155583  5.49973 -0.469214  
63.8057 6.46013e-08 -0.0155432  5.49973 -0.468758  
63.8686 6.42627e-08 -0.0155282  5.49973 -0.468302  
63.9314 6.39259e-08 -0.0155132  5.49973 -0.467847  
63.9942 6.35909e-08 -0.0154982  5.49973 -0.467392  
64.0571 6.32577e-08 -0.0154832  5.49974 -0.466939  
64.1199 6.29263e-08 -0.0154683  5.49974 -0.466487  
64.1827 6.25966e-08 -0.0154534  5.49974 -0.466035  
64.2456 6.22687e-08 -0.0154386  5.49974 -0.465584  
64.3084 6.19426e-08 -0.0154237  5.49974 -0.465135  
64.3712 6.16182e-08 -0.0154089  5.49974 -0.464686  
64.4341 6.12955e-08 -0.0153941  5.49974 -0.464238  
64.4969 6.09745e-08 -0.0153794  5.49974 -0.46379  
64.5597 6.06553e-08 -0.0153646  5.49974 -0.463344  
64.6226 6.03377e-08 -0.0153499  5.49974 -0.462899  
64.6854 6.00218e-08 -0.0153353  5.49974 -0.462454  
64.7482 5.97077e-08 -0.0153206  5.49974 -0.46201  
64.8111 5.93951e-08 -0.015306  5.49975 -0.461567  
64.8739 5.90842e-08 -0.0152914  5.49975 -0.461125  
64.9367 5.8775e-08 -0.0152769  5.49975 -0.460684  
64.9996 5.84674e-08 -0.0152623  5.49975 -0.460243  
65.0624 5.81615e-08 -0.0152478  5.49975 -0.459804  
65.1252 5.78571e-08 -0.0152333  5.49975 -0.459365  
65.188 5.75544e-08 -0.0152189  5.49975 -0.458927  
65.2509 5.72532e-08 -0.0152045  5.49975 -0.45849  
65.3137 5.69537e-08 -0.0151901  5.49975 -0.458054  
65.3765 5.66557e-08 -0.0151757  5.49975 -0.457619  
65.4394 5.63593e-08 -0.0151613  5.49975 -0.457184  
65.5022 5.60644e-08 -0.015147  5.49975 -0.45675  
65.565 5.57711e-08 -0.0151327  5.49976 -0.456317  
65.6279 5.54794e-08 -0.0151185  5.49976 -0.455885  
65.6907 5.51891e-08 -0.0151042  5.49976 -0.455454  
65.7535 5.49004e-08 -0.01509  5.49976 -0.455024  
65.8164 5.46132e-08 -0.0150759  5.49976 -0.454594  
65.8792 5.43276e-08 -0.0150617  5.49976 -0.454165  
65.942 5.40434e-08 -0.0150476  5.49976 -0.453737  
66.0049 5.37607e-08 -0.0150335  5.49976 -0.45331  
66.0677 5.34794e-08 -0.0150194  5.49976 -0.452883  
66.1305 5.31997e-08 -0.0150053  5.49976 -0.452458  
66.1934 5.29214e-08 -0.0149913  5.49976 -0.452033  
66.2562 5.26445e-08 -0.0149773  5.49976 -0.451609  
66.319 5.23691e-08 -0.0149633  5.49977 -0.451186  
66.3819 5.20952e-08 -0.0149494  5.49977 -0.450763  
66.4447 5.18226e-08 -0.0149355  5.49977 -0.450342  
66.5075 5.15515e-08 -0.0149216  5.49977 -0.449921  
66.5703 5.12818e-08 -0.0149077  5.49977 -0.449501  
66.6332 5.10135e-08 -0.0148938  5.49977 -0.449081  
66.696 5.07466e-08 -0.01488  5.49977 -0.448663  
66.7588 5.04811e-08 -0.0148662  5.49977 -0.448245  
66.8217 5.02169e-08 -0.0148525  5.49977 -0.447828  
66.8845 4.99541e-08 -0.0148387  5.49977 -0.447412  
66.9473 4.96927e-08 -0.014825  5.49977 -0.446997  
67.0102 4.94326e-08 -0.0148113  5.49977 -0.446582  
67.073 4.91739e-08 -0.0147976  5.49977 -0.446168  
67.1358 4.89165e-08 -0.014784  5.49978 -0.445755  
67.1987 4.86605e-08 -0.0147704  5.49978 -0.445343  
67.2615 4.84057e-08 -0.0147568  5.49978 -0.444931  
67.3243 4.81523e-08 -0.0147432  5.49978 -0.44452  
67.3872 4.79002e-08 -0.0147297  5.49978 -0.44411  
67.45 4.76494e-08 -0.0147162  5.49978 -0.443701  
67.5128 4.73999e-08 -0.0147027  5.49978 -0.443293  
67.5757 4.71516e-08 -0.0146892  5.49978 -0.442885  
67.6385 4.69047e-08 -0.0146757  5.49978 -0.442478  
67.7013 4.6659e-08 -0.0146623  5.49978 -0.442071  
67.7642 4.64145e-08 -0.0146489  5.49978 -0.441666  
67.827 4.61714e-08 -0.0146356  5.49978 -0.441261  
67.8898 4.59294e-08 -0.0146222  5.49978 -0.440857  
67.9526 4.56887e-08 -0.0146089  5.49979 -0.440454  
68.0155 4.54493e-08 -0.0145956  5.49979 -0.440051  
68.0783 4.5211e-08 -0.0145823  5.49979 -0.439649  
68.1411 4.4974e-08 -0.014569  5.49979 -0.439248  
68.204 4.47382e-08 -0.0145558  5.49979 -0.438848  
68.2668 4.45036e-08 -0.0145426  5.49979 -0.438448  
68.3296 4.42702e-08 -0.0145294  5.49979 -0.438049  
68.3925 4.4038e-08 -0.0145163  5.49979 -0.437651  
68.4553 4.3807e-08 -0.0145031  5.49979 -0.437253  
68.5181 4.35771e-08 -0.01449  5.49979 -0.436857  
68.581 4.33485e-08 -0.0144769  5.49979 -0.436461  
68.6438 4.31209e-08 -0.0144639  5.49979 -0.436065  
68.7066 4.28946e-08 -0.0144508  5.49979 -0.435671  
68.7695 4.26694e-08 -0.0144378  5.49979 -0.435277  
68.8323 4.24453e-08 -0.0144248  5.4998 -0.434884  
68.8951 4.22224e-08 -0.0144119  5.4998 -0.434491  
68.958 4.20006e-08 -0.0143989  5.4998 -0.434099  
69.0208 4.17799e-08 -0.014386  5.4998 -0.433708  
69.0836 4.15604e-08 -0.0143731  5.4998 -0.433318  
69.1465 4.13419e-08 -0.0143602  5.4998 -0.432928  
69.2093 4.11246e-08 -0.0143474  5.4998 -0.432539  
69.2721 4.09083e-08 -0.0143345  5.4998 -0.432151  
69.3349 4.06932e-08 -0.0143217  5.4998 -0.431764  
69.3978 4.04791e-08 -0.0143089  5.4998 -0.431377  
69.4606 4.02662e-08 -0.0142962  5.4998 -0.430991  
69.5234 4.00543e-08 -0.0142834  5.4998 -0.430605  
69.5863 3.98434e-08 -0.0142707  5.4998 -0.43022  
69.6491 3.96336e-08 -0.014258  5.4998 -0.429836  
69.7119 3.94249e-08 -0.0142453  5.49981 -0.429453  
69.7748 3.92173e-08 -0.0142327  5.49981 -0.42907  
69.8376 3.90106e-08 -0.0142201  5.49981 -0.428688  
69.9004 3.88051e-08 -0.0142075  5.49981 -0.428307  
69.9633 3.86005e-08 -0.0141949  5.49981 -0.427926  
70.0261 3.8397e-08 -0.0141823  5.49981 -0.427546  
70.0889 3.81945e-08 -0.0141698  5.49981 -0.427167  
70.1518 3.7993e-08 -0.0141573  5.49981 -0.426788  
70.2146 3.77925e-08 -0.0141448  5.49981 -0.42641  
70.2774 3.7593e-08 -0.0141323  5.49981 -0.426033  
70.3403 3.73946e-08 -0.0141198  5.49981 -0.425656  
70.4031 3.71971e-08 -0.0141074  5.49981 -0.42528  
70.4659 3.70006e-08 -0.014095  5.49981 -0.424905  
70.5288 3.68051e-08 -0.0140826  5.49981 -0.42453  
70.5916 3.66105e-08 -0.0140702  5.49981 -0.424156  
70.6544 3.64169e-08 -0.0140579  5.49982 -0.423783  
70.7173 3.62243e-08 -0.0140456  5.49982 -0.42341  
70.7801 3.60327e-08 -0.0140333  5.49982 -0.423038  
70.8429 3.5842e-08 -0.014021  5.49982 -0.422666  
70.9057 3.56523e-08 -0.0140087  5.49982 -0.422296  
70.9686 3.54635e-08 -0.0139965  5.49982 -0.421926  
71.0314 3.52756e-08 -0.0139843  5.49982 -0.421556  
71.0942 3.50887e-08 -0.0139721  5.49982 -0.421187  
71.1571 3.49027e-08 -0.0139599  5.49982 -0.420819  
71.2199 3.47176e-08 -0.0139478  5.49982 -0.420452  
71.2827 3.45335e-08 -0.0139356  5.49982 -0.420085  
71.3456 3.43502e-08 -0.0139235  5.49982 -0.419719  
71.4084 3.41679e-08 -0.0139114  5.49982 -0.419353  
71.4712 3.39865e-08 -0.0138994  5.49982 -0.418988  
71.5341 3.38059e-08 -0.0138873  5.49982 -0.418624  
71.5969 3.36263e-08 -0.0138753  5.49982 -0.41826  
71.6597 3.34475e-08 -0.0138633  5.49983 -0.417897  
71.7226 3.32697e-08 -0.0138513  5.49983 -0.417535  
71.7854 3.30927e-08 -0.0138393  5.49983 -0.417173  
71.8482 3.29165e-08 -0.0138274  5.49983 -0.416812  
71.9111 3.27413e-08 -0.0138154  5.49983 -0.416451  
71.9739 3.25669e-08 -0.0138035  5.49983 -0.416091  
72.0367 3.23934e-08 -0.0137917  5.49983 -0.415732  
72.0996 3.22207e-08 -0.0137798  5.49983 -0.415373  
72.1624 3.20489e-08 -0.0137679  5.49983 -0.415015  
72.2252 3.18779e-08 -0.0137561  5.49983 -0.414658  
72.288 3.17078e-08 -0.0137443  5.49983 -0.414301  
72.3509 3.15385e-08 -0.0137325  5.49983 -0.413945  
72.4137 3.137e-08 -0.0137208  5.49983 -0.413589  
72.4765 3.12023e-08 -0.013709  5.49983 -0.413234  
72.5394 3.10355e-08 -0.0136973  5.49983 -0.41288  
72.6022 3.08695e-08 -0.0136856  5.49983 -0.412526  
72.665 3.07043e-08 -0.0136739  5.49984 -0.412173  
72.7279 3.05399e-08 -0.0136623  5.49984 -0.41182  
72.7907 3.03763e-08 -0.0136506  5.49984 -0.411468  
72.8535 3.02136e-08 -0.013639  5.49984 -0.411117  
72.9164 3.00516e-08 -0.0136274  5.49984 -0.410766  
72.9792 2.98904e-08 -0.0136158  5.49984 -0.410416  
73.042 2.973e-08 -0.0136042  5.49984 -0.410066  
73.1049 2.95704e-08 -0.0135927  5.49984 -0.409717  
73.1677 2.94115e-08 -0.0135812  5.49984 -0.409369  
73.2305 2.92534e-08 -0.0135697  5.49984 -0.409021  
73.2934 2.90961e-08 -0.0135582  5.49984 -0.408674  
73.3562 2.89396e-08 -0.0135467  5.49984 -0.408327  
73.419 2.87838e-08 -0.0135353  5.49984 -0.407981  
73.4819 2.86288e-08 -0.0135238  5.49984 -0.407636  
73.5447 2.84746e-08 -0.0135124  5.49984 -0.407291  
73.6075 2.8321e-08 -0.013501  5.49984 -0.406947  
73.6703 2.81683e-08 -0.0134897  5.49984 -0.406603  
73.7332 2.80162e-08 -0.0134783  5.49985 -0.40626  
73.796 2.7865e-08 -0.013467  5.49985 -0.405917  
73.8588 2.77144e-08 -0.0134556  5.49985 -0.405575  
73.9217 2.75646e-08 -0.0134444  5.49985 -0.405234  
73.9845 2.74155e-08 -0.0134331  5.49985 -0.404893  
74.0473 2.72671e-08 -0.0134218  5.49985 -0.404553  
74.1102 2.71194e-08 -0.0134106  5.49985 -0.404213  
74.173 2.69725e-08 -0.0133994  5.49985 -0.403874  
74.2358 2.68262e-08 -0.0133882  5.49985 -0.403536  
74.2987 2.66807e-08 -0.013377  5.49985 -0.403198  
74.3615 2.65359e-08 -0.0133658  5.49985 -0.40286  
74.4243 2.63918e-08 -0.0133547  5.49985 -0.402524  
74.4872 2.62483e-08 -0.0133435  5.49985 -0.402187  
74.55 2.61056e-08 -0.0133324  5.49985 -0.401852  
74.6128 2.59635e-08 -0.0133213  5.49985 -0.401517  
74.6757 2.58221e-08 -0.0133102  5.49985 -0.401182  
74.7385 2.56815e-08 -0.0132992  5.49985 -0.400848  
74.8013 2.55414e-08 -0.0132882  5.49985 -0.400514  
74.8642 2.54021e-08 -0.0132771  5.49986 -0.400182  
74.927 2.52634e-08 -0.0132661  5.49986 -0.399849  
74.9898 2.51254e-08 -0.0132552  5.49986 -0.399517  
75.0526 2.49881e-08 -0.0132442  5.49986 -0.399186  
75.1155 2.48514e-08 -0.0132332  5.49986 -0.398855  
75.1783 2.47154e-08 -0.0132223  5.49986 -0.398525  
75.2411 2.458e-08 -0.0132114  5.49986 -0.398196  
75.304 2.44452e-08 -0.0132005  5.49986 -0.397867  
75.3668 2.43112e-08 -0.0131896  5.49986 -0.397538  
75.4296 2.41777e-08 -0.0131788  5.49986 -0.39721  
75.4925 2.40449e-08 -0.0131679  5.49986 -0.396883  
75.5553 2.39127e-08 -0.0131571  5.49986 -0.396556  
75.6181 2.37812e-08 -0.0131463  5.49986 -0.396229  
75.681 2.36503e-08 -0.0131355  5.49986 -0.395904  
75.7438 2.352e-08 -0.0131248  5.49986 -0.395578  
75.8066 2.33903e-08 -0.013114  5.49986 -0.395253  
75.8695 2.32613e-08 -0.0131033  5.49986 -0.394929  
75.9323 2.31329e-08 -0.0130926  5.49986 -0.394606  
75.9951 2.3005e-08 -0.0130819  5.49987 -0.394282  
76.058 2.28778e-08 -0.0130712  5.49987 -0.39396  
76.1208 2.27512e-08 -0.0130605  5.49987 -0.393638  
76.1836 2.26252e-08 -0.0130499  5.49987 -0.393316  
76.2465 2.24998e-08 -0.0130392  5.49987 -0.392995  
76.3093 2.2375e-08 -0.0130286  5.49987 -0.392674  
76.3721 2.22508e-08 -0.013018  5.49987 -0.392354  
76.4349 2.21272e-08 -0.0130075  5.49987 -0.392035  
76.4978 2.20041e-08 -0.0129969  5.49987 -0.391716  
76.5606 2.18817e-08 -0.0129863  5.49987 -0.391398  
76.6234 2.17598e-08 -0.0129758  5.49987 -0.39108  
76.6863 2.16385e-08 -0.0129653  5.49987 -0.390762  
76.7491 2.15178e-08 -0.0129548  5.49987 -0.390445  
76.8119 2.13976e-08 -0.0129443  5.49987 -0.390129  
76.8748 2.12781e-08 -0.0129339  5.49987 -0.389813  
76.9376 2.1159e-08 -0.0129234  5.49987 -0.389498  
77.0004 2.10406e-08 -0.012913  5.49987 -0.389183  
77.0633 2.09227e-08 -0.0129026  5.49987 -0.388868  
77.1261 2.08054e-08 -0.0128922  5.49987 -0.388555  
77.1889 2.06886e-08 -0.0128818  5.49987 -0.388241  
77.2518 2.05723e-08 -0.0128715  5.49988 -0.387928  
77.3146 2.04567e-08 -0.0128611  5.49988 -0.387616  
77.3774 2.03415e-08 -0.0128508  5.49988 -0.387304  
77.4403 2.02269e-08 -0.0128405  5.49988 -0.386993  
77.5031 2.01129e-08 -0.0128302  5.49988 -0.386682  
77.5659 1.99993e-08 -0.0128199  5.49988 -0.386372  
77.6288 1.98864e-08 -0.0128097  5.49988 -0.386062  
77.6916 1.97739e-08 -0.0127994  5.49988 -0.385753  
77.7544 1.9662e-08 -0.0127892  5.49988 -0.385444  
77.8173 1.95506e-08 -0.012779  5.49988 -0.385135  
77.8801 1.94397e-08 -0.0127688  5.49988 -0.384828  
77.9429 1.93293e-08 -0.0127586  5.49988 -0.38452  
78.0057 1.92195e-08 -0.0127484  5.49988 -0.384213  
78.0686 1.91102e-08 -0.0127383  5.49988 -0.383907  
78.1314 1.90014e-08 -0.0127282  5.49988 -0.383601  
78.1942 1.88931e-08 -0.0127181  5.49988 -0.383296  
78.2571 1.87853e-08 -0.012708  5.49988 -0.382991  
78.3199 1.8678e-08 -0.0126979  5.49988 -0.382686  
78.3827 1.85712e-08 -0.0126878  5.49988 -0.382382  
78.4456 1.84649e-08 -0.0126777  5.49988 -0.382079  
78.5084 1.83591e-08 -0.0126677  5.49989 -0.381776  
78.5712 1.82538e-08 -0.0126577  5.49989 -0.381474  
78.6341 1.8149e-08 -0.0126477  5.49989 -0.381172  
78.6969 1.80447e-08 -0.0126377  5.49989 -0.38087  
78.7597 1.79409e-08 -0.0126277  5.49989 -0.380569  
78.8226 1.78375e-08 -0.0126178  5.49989 -0.380268  
78.8854 1.77347e-08 -0.0126078  5.49989 -0.379968  
78.9482 1.76323e-08 -0.0125979  5.49989 -0.379669  
79.0111 1.75304e-08 -0.012588  5.49989 -0.379369  
79.0739 1.7429e-08 -0.0125781  5.49989 -0.379071  
79.1367 1.7328e-08 -0.0125682  5.49989 -0.378772  
79.1996 1.72275e-08 -0.0125584  5.49989 -0.378475  
79.2624 1.71275e-08 -0.0125485  5.49989 -0.378177  
79.3252 1.70279e-08 -0.0125387  5.49989 -0.377881  
79.388 1.69288e-08 -0.0125289  5.49989 -0.377584  
79.4509 1.68302e-08 -0.0125191  5.49989 -0.377288  
79.5137 1.6732e-08 -0.0125093  5.49989 -0.376993  
79.5765 1.66343e-08 -0.0124995  5.49989 -0.376698  
79.6394 1.65371e-08 -0.0124897  5.49989 -0.376403  
79.7022 1.64402e-08 -0.01248  5.49989 -0.376109  
79.765 1.63439e-08 -0.0124703  5.49989 -0.375816  
79.8279 1.6248e-08 -0.0124606  5.49989 -0.375523  
79.8907 1.61525e-08 -0.0124509  5.4999 -0.37523  
79.9535 1.60574e-08 -0.0124412  5.4999 -0.374938  
80.0164 1.59629e-08 -0.0124315  5.4999 -0.374646  
80.0792 1.58687e-08 -0.0124219  5.4999 -0.374355  
80.142 1.5775e-08 -0.0124122  5.4999 -0.374064  
80.2049 1.56817e-08 -0.0124026  5.4999 -0.373773  
80.2677 1.55888e-08 -0.012393  5.4999 -0.373483  
80.3305 1.54964e-08 -0.0123834  5.4999 -0.373194  
80.3934 1.54044e-08 -0.0123738  5.4999 -0.372905  
80.4562 1.53128e-08 -0.0123643  5.4999 -0.372616  
80.519 1.52217e-08 -0.0123547  5.4999 -0.372328  
80.5819 1.5131e-08 -0.0123452  5.4999 -0.37204  
80.6447 1.50406e-08 -0.0123357  5.4999 -0.371753  
80.7075 1.49507e-08 -0.0123262  5.4999 -0.371466  
80.7703 1.48613e-08 -0.0123167  5.4999 -0.37118  
80.8332 1.47722e-08 -0.0123072  5.4999 -0.370894  
80.896 1.46835e-08 -0.0122977  5.4999 -0.370608  
80.9588 1.45953e-08 -0.0122883  5.4999 -0.370323  
81.0217 1.45074e-08 -0.0122789  5.4999 -0.370039  
81.0845 1.442e-08 -0.0122694  5.4999 -0.369754  
81.1473 1.43329e-08 -0.01226  5.4999 -0.369471  
81.2102 1.42463e-08 -0.0122506  5.4999 -0.369187  
81.273 1.416e-08 -0.0122413  5.49991 -0.368905  
81.3358 1.40742e-08 -0.0122319  5.49991 -0.368622  
81.3987 1.39887e-08 -0.0122226  5.49991 -0.36834  
81.4615 1.39037e-08 -0.0122132  5.49991 -0.368058  
81.5243 1.3819e-08 -0.0122039  5.49991 -0.367777  
81.5872 1.37347e-08 -0.0121946  5.49991 -0.367497  
81.65 1.36508e-08 -0.0121853  5.49991 -0.367216  
81.7128 1.35673e-08 -0.012176  5.49991 -0.366936  
81.7757 1.34842e-08 -0.0121668  5.49991 -0.366657  
81.8385 1.34014e-08 -0.0121575  5.49991 -0.366378  
81.9013 1.3319e-08 -0.0121483  5.49991 -0.366099  
81.9642 1.32371e-08 -0.0121391  5.49991 -0.365821  
82.027 1.31554e-08 -0.0121299  5.49991 -0.365543  
82.0898 1.30742e-08 -0.0121207  5.49991 -0.365266  
82.1526 1.29933e-08 -0.0121115  5.49991 -0.364989  
82.2155 1.29128e-08 -0.0121023  5.49991 -0.364713  
82.2783 1.28327e-08 -0.0120932  5.49991 -0.364437  
82.3411 1.27529e-08 -0.0120841  5.49991 -0.364161  
82.404 1.26735e-08 -0.0120749  5.49991 -0.363886  
