2.921681167839 0.09148846009163 -0.1733037880004   -0.001248593215902 -0.2159676436054   -0.09169481359864 -0.1745792615607   
2.98451302091 0.08961388396979 -0.1720860104092   -0.0013000352305 -0.213396141757   -0.08975921667738 -0.1733241999367   
3.047344873982 0.08779478478241 -0.17089683556   -0.001348936276498 -0.2108999879101   -0.08787964432536 -0.1720785630748   
3.110176727054 0.08602862836417 -0.1697350574923   -0.001395148227102 -0.2084755630494   -0.08605426061526 -0.1708429040433   
3.173008580126 0.08431303867191 -0.1685993187356   -0.00143854291944 -0.2061193473323   -0.08428129447064 -0.1696176871188   
3.235840433197 0.08264578698839 -0.1674881553793   -0.001479011429852 -0.2038279368595   -0.08255903463911 -0.1684032954499   
3.298672286269 0.08102478187855 -0.1664000363648   -0.001516463420078 -0.2015980567593   -0.08088582569122 -0.1672000385719   
3.361504139341 0.07944805988664 -0.1653333972641   -0.00155082655858 -0.1994265709157   -0.07926006495038 -0.1660081596697   
3.424335992413 0.07791377682042 -0.1642866688947   -0.001582045894562 -0.1973104886983   -0.07768019997849 -0.16482784251   
3.487167845485 0.07642019966267 -0.1632583011783   -0.001610083236162 -0.1952469690585   -0.07614472664752 -0.163659217991   
3.549999698556 0.0749656989948 -0.1622467826762   -0.001634916451151 -0.1932333223458   -0.07465218750317 -0.1625023702754   
3.612831551628 0.07354874194791 -0.1612506562449   -0.001656538735381 -0.1912670101866   -0.0732011704545 -0.1613573424877   
3.6756634047 0.07216788559662 -0.160268531245   -0.001674957817723 -0.1893456437374   -0.07179030763085 -0.1602241419707   
3.738495257772 0.07082177078924 -0.159299092726   -0.00169019511066 -0.1874669806037   -0.07041827436334 -0.1591027451026   
3.801327110844 0.06950911640316 -0.1583411079789   -0.001702284829918 -0.1856289206836   -0.06908378829124 -0.1579931016855   
3.864158963915 0.06822871397027 -0.1573934308273   -0.001711273074954 -0.1838295011689   -0.06778560846418 -0.1568951389223   
3.926990816987 0.06697942265266 -0.1564550039917   -0.0017172168822 -0.1820668909061   -0.06652253451939 -0.1558087649988   
3.989822670059 0.06576016457656 -0.1555248598361   -0.001720183272458 -0.1803393842961   -0.06529340583849 -0.1547338722953   
4.052654523131 0.06456992046272 -0.1546021197693   -0.001720248286311 -0.178645394884   -0.06409710070374 -0.1536703402503   
4.115486376203 0.06340772557777 -0.1536859925487   -0.001717496036996 -0.1769834487699   -0.06293253545314 -0.1526180379005   
4.178318229274 0.06227266593536 -0.1527757717013   -0.001712017757406 -0.1753521779476   -0.0617986635922 -0.1515768261218   
4.241150082346 0.06116387478781 -0.1518708322528   -0.001703910890915 -0.1737503136655   -0.06069447491748 -0.1505465595969   
4.303981935418 0.06008052936273 -0.1509706269296   -0.001693278196056 -0.1721766798794   -0.05961899460201 -0.1495270885301   
4.36681378849 0.05902184780709 -0.1500746819748   -0.001680226885186 -0.1706301868599   -0.0585712822579 -0.148518260136   
4.429645641562 0.05798708637939 -0.1491825927024   -0.001664867807686 -0.1691098250007   -0.05755043100407 -0.14751991992   
4.492477494633 0.0569755368269 -0.1482940188898   -0.00164731466779 -0.1676146588621   -0.05655556650112 -0.1465319127734   
4.555309347705 0.05598652395873 -0.1474086800974   -0.001627683289261 -0.1661438214786   -0.05558584599161 -0.1455540839018   
4.618141200777 0.0550194033984 -0.1465263509858   -0.001606090929301 -0.1646965089468   -0.05464045732797 -0.1445862796039   
4.680973053849 0.05407355950142 -0.1456468566901   -0.001582655632245 -0.1632719753074   -0.05371861800576 -0.1436283479177   
4.743804906921 0.05314840342552 -0.1447700682984   -0.001557495638073 -0.1618695277254   -0.05281957418791 -0.1426801391489   
4.806636759992 0.05224337135405 -0.1438958984728   -0.001530728834805 -0.1604885219707   -0.05194259975048 -0.1417415062965   
4.869468613064 0.05135792284107 -0.1430242972408   -0.001502472260269 -0.1591283581971   -0.0510869953232 -0.140812305387   
4.932300466136 0.05049153928957 -0.1421552479806   -0.001472841646503 -0.1577884770134   -0.05025208734878 -0.1398923957285   
4.995132319208 0.04964372254978 -0.1412887636138   -0.001441951015761 -0.1564683558382   -0.04943722715835 -0.1389816400976   
5.05796417228 0.04881399361375 -0.1404248830172   -0.001409912312473 -0.1551675055299   -0.0486417900571 -0.1380799048647   
5.120796025351 0.04800189141992 -0.1395636676593   -0.001376835083841 -0.153885467279   -0.04786517443537 -0.13718706007   
5.183627878423 0.04720697174648 -0.1387051984624   -0.001342826194716 -0.1526218097516   -0.04710680089458 -0.1363029794547   
5.246459731495 0.0464288061883 -0.137849572891   -0.00130798958524 -0.1513761264708   -0.0463661113975 -0.1354275404561   
5.309291584567 0.04566698121867 -0.1369969022617   -0.0012724260602 -0.1501480334215   -0.04564256844406 -0.1345606241719   
5.372123437639 0.04492109731862 -0.1361473092697   -0.001236233114243 -0.1489371668678   -0.04493565426348 -0.1337021152987   
5.43495529071 0.04419076817442 -0.1353009257248   -0.001199504788336 -0.1477431813659   -0.04424487003967 -0.1328519020499   
5.497787143782 0.04347561994361 -0.1344578904891   -0.001162331554552 -0.1465657479626   -0.04356973515538 -0.1320098760574   
5.560618996854 0.04277529057068 -0.1336183476063   -0.001124800227119 -0.1454045525638   -0.04290978646297 -0.1311759322595   
5.623450849926 0.04208942915551 -0.1327824446145   -0.001086993900613 -0.1442592944627   -0.04226457758011 -0.1303499687795   
5.686282702998 0.04141769537955 -0.1319503310304   -0.001048991908481 -0.1431296850135   -0.04163367821499 -0.1295318867967   
5.749114556069 0.04075975896633 -0.1311221569972   -0.001010869804175 -0.1420154464401   -0.04101667350928 -0.128721590413   
5.811946409141 0.04011529918623 -0.1302980720827   -0.0009726993598432 -0.1409163107696   -0.0404131634102 -0.1279189865165   
5.874778262213 0.0394840044025 -0.129478224221   -0.0009345485818431 -0.1398320188779   -0.03982276206803 -0.1271239846438   
5.937610115285 0.03886557164721 -0.128662758784   -0.0008964817426519 -0.1387623196401   -0.03924509725455 -0.1263364968428   
6.000441968357 0.03825970623006 -0.1278518177763   -0.0008585594258676 -0.137706969175   -0.03867980980713 -0.1255564375375   
6.063273821428 0.03766612137693 -0.1270455391412   -0.0008208385817153 -0.1366657301753   -0.03812655309352 -0.1247837233943   
6.1261056745 0.0370845378951 -0.1262440561708   -0.0007833725952361 -0.1356383713157   -0.03758499250118 -0.1240182731929   
6.188937527572 0.03651468386201 -0.1254474970103   -0.0007462113623603 -0.1346246667315   -0.0370548049474 -0.1232600077003   
6.251769380644 0.03595629433482 -0.1246559842482   -0.0007094013744827 -0.1336243955607   -0.03653567841032 -0.1225088495498   
6.314601233715 0.03540911108553 -0.1238696345853   -0.0006729858079569 -0.1326373415431   -0.03602731147822 -0.1217647231246   
6.377433086787 0.03487288234563 -0.1230885585748   -0.0006370046222402 -0.1316632926701   -0.0355294129222 -0.1210275544474   
6.440264939859 0.03434736257802 -0.1223128604259   -0.0006014946592881 -0.1307020408814   -0.0350417012842 -0.1202972710742   
6.503096792931 0.03383231225551 -0.1215426378656   -0.0005664897500207 -0.1297533818015   -0.03456390448614 -0.1195738019948   
6.565928646003 0.03332749766024 -0.1207779820515   -0.0005320208190773 -0.1288171145132   -0.03409575945201 -0.1188570775379   
6.628760499074 0.032832690691 -0.1200189775307   -0.0004981159965266 -0.1278930413626   -0.03363701175205 -0.1181470292829   
6.691592352146 0.03234766868486 -0.1192657022394   -0.0004648007275549 -0.1269809677933   -0.03318741525923 -0.1174435899759   
6.754424205218 0.03187221424942 -0.1185182275381   -0.0004320978841694 -0.126080702205   -0.03274673182214 -0.1167466934522   
6.81725605829 0.03140611510339 -0.1177766182787   -0.0004000278763635 -0.1251920558342   -0.03231473095199 -0.1160562745635   
6.880087911362 0.03094916392898 -0.1170409328984   -0.0003686087631219 -0.124314842654   -0.03189118952499 -0.1153722691107   
6.942919764433 0.03050115822797 -0.1163112235373   -0.000337856363659 -0.1234488792907   -0.03147589149651 -0.1146946137811   
7.005751617505 0.03006190019022 -0.1155875361767   -0.0003077843653195 -0.1225939849545   -0.03106862762943 -0.1140232460907   
7.068583470577 0.02963119656516 -0.1148699107935   -0.0002784044321274 -0.1217499813825   -0.0306691952329 -0.1133581043314   
7.131415323649 0.02920885854063 -0.1141583815296   -0.0002497263099396 -0.1209166927921   -0.03027739791498 -0.1126991275217   
7.194247176721 0.02879470163004 -0.1134529768732   -0.0002217579293136 -0.1200939458439   -0.02989304534435 -0.1120462553625   
7.257079029792 0.02838854555931 -0.1127537198484   -0.0001945055078208 -0.119281569611   -0.02951595302293 -0.1113994281964   
7.319910882864 0.02799021416329 -0.1120606282133   -0.0001679736478281 -0.1184793955556   -0.02914594207055 -0.1107585869702   
7.382742735936 0.02759953528487 -0.1113737146625   -0.00014216543253 -0.1176872575095   -0.02878283901583 -0.1101236732022   
7.445574589008 0.02721634067819 -0.1106929870345   -0.0001170825189935 -0.1169049916597   -0.02842647559953 -0.1094946289513   
7.50840644208 0.02684046591438 -0.1100184485205   -9.272522866247e-05 -0.1161324365363   -0.02807668858421 -0.1088713967903   
7.571238295151 0.0264717502936 -0.1093500978744   -6.909263332638e-05 -0.1153694330035   -0.02773331957252 -0.1082539197813   
7.634070148223 0.02611003675631 -0.1086879296229   -4.618264030686e-05 -0.1146158242518   -0.02739621483401 -0.1076421414547   
7.696902001295 0.02575517180174 -0.108031934274   -2.39920725789e-05 -0.1138714557921   -0.02706522513977 -0.1070360057892   
7.759733854367 0.02540700540509 -0.1073820985241   -2.516747125634e-06 -0.1131361754497   -0.02674020560273 -0.1064354571957   
7.822565707439 0.02506539093956 -0.1067384054612   1.82484509567e-05 -0.1124098333591   -0.02642101552578 -0.1058404405023   
7.88539756051 0.02473018510081 -0.1061008347659   3.830949670495e-05 -0.1116922819588   -0.02610751825615 -0.1052509009417   
7.948229413582 0.0244012478308 -0.105469362907   5.767315631295e-05 -0.1109833759853   -0.02579958104554 -0.1046667841398   
8.011061266654 0.02407844224884 -0.1048439633339   7.634692315855e-05 -0.1102829724674   -0.02549707491596 -0.104088036107   
8.073893119726 0.0237616345784 -0.1042246066627   9.433895346056e-05 -0.1095909307186   -0.02519987453264 -0.1035146032296   
8.136724972798 0.02345069408055 -0.1036112608584   0.0001116580084246 -0.1089071123292   -0.02490785807993 -0.1029464322642   
